date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon,area
2020-07-01,Afmadow,52.0,,544.0,,,,166.0,,,,afmadow
2020-07-01,Baardheere,20.0,,1320.0,5.6,,,40.0,1560.0,1500.0,,baardheere
2020-07-01,Badhaadhe,76.0,,700.0,,,,6.0,,,,badhaadhe
2020-07-01,Balcad,130.0,,4.96,,,,4.0,24.0,,,balcad
2020-07-01,Baraawe,200.0,,6.72,,,,690.0,,,,baraawe
2020-07-01,Baydhaba,526.0,1200.0,7.2,,,,1050.0,10.8,,,baydhaba
2020-07-01,Belet Weyne,4.0,,72.0,2.03,50.0,,,320.0,210.0,1540.0,belet weyne
2020-07-01,Belet Xaawo,8.0,,54.0,840.0,,,,32.0,1200.0,,belet xaawo
2020-07-01,Borama,,,770.0,,,,,7.94,,,borama
2020-07-01,Bu'aale,360.0,,2.8,,,,1080.0,600.0,,,bu'aale
2020-07-01,Bulo Burto,14.0,,100.0,1500.0,16.0,,,298.0,120.0,570.0,bulo burto
2020-07-01,Burco,,,,,,,,,,,burco
2020-07-01,Buur Hakaba,154.0,,250.0,,,,120.0,9.6,,,buur hakaba
2020-07-01,Cadale,120.0,,,,,,,40.0,,,cadale
2020-07-01,Ceel Bur,100.0,,,,,,,,,,ceel buur
2020-07-01,Ceel Dheer,,,,,,,,,,,ceel dheer
2020-07-01,Diinsoor,346.0,390.0,5.6,,,,586.0,7.08,,,diinsoor
2020-07-01,Doolow,24.0,,818.0,5.32,,,,60.0,960.0,,doolow
2020-07-01,El berde,,,,,,,,,,,ceel barde
2020-07-01,Garbaharey/Burdhuubo,18.0,,1008.0,2.8,,,,150.0,900.0,,garbahaarey
2020-07-01,Gebiley,,,2.5,,,,,20.4,,,gebiley
2020-07-01,Hargeysa,,,300.0,,,,,2.0,,,hargeysa
2020-07-01,Hobyo,,,,,,,,,,,hobyo
2020-07-01,Jalalaqsi,8.0,,50.0,466.0,14.0,,,170.0,66.0,400.0,jalalaqsi
2020-07-01,Jamaame,310.0,,1386.385,,,,356.0,,,,jamaame
2020-07-01,Jilib,480.0,,4.8,,,,1080.0,,,,jilib
2020-07-01,Jowhar,146.0,,5.8,,,,52.0,40.0,,,jowhar
2020-07-01,Kismaayo,136.0,,1086.0,,,,128.0,,,,kismaayo
2020-07-01,Kurtunwaarey,160.0,,11.8,,,,520.0,,,,kurtunwaarey
2020-07-01,Luuq,20.0,,1260.0,5.04,,,,200.0,960.0,,luuq
2020-07-01,Marka,280.0,,7.2,,,,,,,,marka
2020-07-01,Owdweyne,,,,,,,,200.0,,,owdweyne
2020-07-01,Qansax Dheere,420.0,560.0,5.2,,,,630.0,5.4,,,qansax dheere
2020-07-01,Qoryooley,280.0,,8.12,,,,,560.0,,,qoryooley
2020-07-01,Rab Dhuure,,,12.0,,,,,52.0,,,rab dhuure
2020-07-01,Saakow,180.0,,1600.0,,,,720.0,1400.0,,,saakow
2020-07-01,Sablaale,120.0,,7.2,,,,,,,,sablaale
2020-07-01,Sheikh,,,,,,,,,,,sheikh
2020-07-01,Tayeeglow,12.0,,48.0,,,,,264.0,,,tayeeglow
2020-07-01,Waajid,,,14.0,,,,,120.0,,,waajid
2020-07-01,Wanla weyn,480.0,,90.0,,,,810.0,5.44,,,wanla weyn
2020-07-01,Xarardheere,140.0,,,,,,,,,,xarardheere
2020-07-01,Xudur,20.0,,46.0,,,,,246.0,,,xudur
2021-01-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2021-01-01,Afgooye,1576.0,,3.65,,,,544.14,12.35,,,afgooye
2021-01-01,Afmadow,34.0,,438.0,,,,166.0,,,,afmadow
2021-01-01,Baardheere,60.0,,986.0,1680.0,,,240.0,1800.0,1280.0,,baardheere
2021-01-01,Badhaadhe,60.0,,150.0,,,,60.0,,,,badhaadhe
2021-01-01,Balcad,282.0,,3.7,,,,1066.065,1080.0,,,balcad
2021-01-01,Baraawe,20.0,,560.0,,,,34.0,,,,baraawe
2021-01-01,Baydhaba,2.476,1600.0,2.45,,,,2.5,22.75,,,baydhaba
2021-01-01,Belet Weyne,4.0,,80.0,2.25,40.0,,48.0,480.0,180.0,1710.0,belet weyne
2021-01-01,Belet Xaawo,4.0,,6.0,,,,,,360.0,,belet xaawo
2021-01-01,Borama,,,,,,,,,,,borama
2021-01-01,Bu'aale,560.0,,800.0,,,,1200.0,570.0,,,bu'aale
2021-01-01,Bulo Burto,10.0,,450.0,1350.0,28.0,,16.0,1476.0,150.0,736.0,bulo burto
2021-01-01,Burco,,,,,,,,,,,burco
2021-01-01,Buur Hakaba,1000.0,,1200.0,,,,256.0,13.66,,,buur hakaba
2021-01-01,Cadale,60.0,,,,,,,60.0,,,cadale
2021-01-01,Ceel Bur,50.0,,,,,,,20.0,,,ceel buur
2021-01-01,Ceel Dheer,106.0,,,,,,,60.0,,,ceel dheer
2021-01-01,Diinsoor,1344.0,750.0,1050.0,,,,1200.0,15.186,,,diinsoor
2021-01-01,Doolow,16.0,,490.0,1120.0,,,,,240.0,,doolow
2021-01-01,El berde,,,,,,,,,,,ceel barde
2021-01-01,Garbaharey/Burdhuubo,16.0,,648.0,2.24,,,,,1200.0,,garbahaarey
2021-01-01,Gebiley,,,,,,,,,,,gebiley
2021-01-01,Hargeysa,,,,,,,,,,,hargeysa
2021-01-01,Hobyo,30.0,,,,,,,20.0,,,hobyo
2021-01-01,Jalalaqsi,8.0,,300.0,930.0,12.0,,26.0,910.0,166.0,550.0,jalalaqsi
2021-01-01,Jamaame,826.0,,1194.193,,,,1876.0,,,,jamaame
2021-01-01,Jilib,320.0,,1000.0,,,,1400.0,,,,jilib
2021-01-01,Jowhar,336.0,,2.4,,,4.8,9.42,1792.0,,,jowhar
2021-01-01,Kismaayo,66.0,,406.0,,,,47.0,,,,kismaayo
2021-01-01,Kurtunwaarey,960.0,,1011.01,,,,7.2,,,,kurtunwaarey
2021-01-01,Luuq,24.0,,620.0,1560.0,,,,,1600.0,,luuq
2021-01-01,Marka,680.0,,8.1,,,,3.6,,,,marka
2021-01-01,Owdweyne,,,,,,,,,,,owdweyne
2021-01-01,Qansax Dheere,1650.0,850.0,2.5,,,,1400.0,13.68,,,qansax dheere
2021-01-01,Qoryooley,320.0,,4.956,,,,644.0,150.0,,,qoryooley
2021-01-01,Rab Dhuure,88.0,,6.0,,,,,466.0,,,rab dhuure
2021-01-01,Saakow,800.0,,600.0,,,,1200.0,1710.0,,,saakow
2021-01-01,Sablaale,90.0,,1600.0,,,,1500.0,,,,sablaale
2021-01-01,Sheikh,,,,,,,,,,,sheikh
2021-01-01,Tayeeglow,412.0,,100.0,,,,,3.396,,,tayeeglow
2021-01-01,Waajid,104.0,,20.0,,,,,728.0,,,waajid
2021-01-01,Wanla weyn,480.0,,600.0,,,,1920.0,17.1,,,wanla weyn
2021-01-01,Xarardheere,70.0,,,,,,,80.0,,,xarardheere
2021-01-01,Xudur,212.0,,40.0,,,,,2.038,,,xudur
2021-07-01,Adan Yabaal,,,,,,,,,,,adan yabaal
2021-07-01,Afgooye,660.0,,855.17,,,,160.0,,,,afgooye
2021-07-01,Afmadow,20.0,,156.0,,,,42.0,,,,afmadow
2021-07-01,Baardheere,28.0,,1310.0,3.6,,,60.0,600.0,2.2,,baardheere
2021-07-01,Badhaadhe,60.0,,280.0,,,,6.0,,,,badhaadhe
2021-07-01,Balcad,360.0,,8.2,,,,1184.0,80.0,,,balcad
2021-07-01,Baraawe,60.0,,400.0,,,,90.0,,,,baraawe
2021-07-01,Baydhaba,300.0,300.0,700.0,,,,180.0,6.5,,,baydhaba
2021-07-01,Belet Weyne,4.0,,320.0,4.5,60.0,,1032.0,796.0,240.0,1900.0,belet weyne
2021-07-01,Belet Xaawo,8.0,,50.0,1200.0,,,,,1200.0,,belet xaawo
2021-07-01,Borama,,,800.0,,,,,7.28,,,borama
2021-07-01,Bu'aale,84.0,,232.0,,,,156.0,40.0,,,bu'aale
2021-07-01,Bulo Burto,28.0,,1030.0,2.4,28.0,,276.0,1792.0,180.0,840.0,bulo burto
2021-07-01,Burco,,,,,,,,,,,burco
2021-07-01,Buur Hakaba,72.0,,60.0,,,,,4.8,,,buur hakaba
2021-07-01,Cadale,,,,,,,,,,,cadale
2021-07-01,Ceel Bur,,,,,,,,,,,ceel buur
2021-07-01,Ceel Dheer,26.0,,,,,,,,,,ceel dheer
2021-07-01,Diinsoor,240.0,72.0,360.0,,,,216.0,5.13,,,diinsoor
2021-07-01,Doolow,60.0,,750.0,3.6,,,,,1200.0,,doolow
2021-07-01,El berde,,,,,,,,,,,ceel barde
2021-07-01,Garbaharey/Burdhuubo,24.0,,970.0,3.3,,,,,2.08,,garbahaarey
2021-07-01,Gebiley,,,1800.0,,,,,16.9,,,gebiley
2021-07-01,Hargeysa,,,160.0,,,,,2.1,,,hargeysa
2021-07-01,Hobyo,56.0,,,,,,,,,,hobyo
2021-07-01,Jalalaqsi,26.0,,820.0,1396.0,20.0,,390.0,1674.0,166.0,550.0,jalalaqsi
2021-07-01,Jamaame,426.0,,107.445,,,,82.0,,,,jamaame
2021-07-01,Jilib,64.0,,292.0,,,,144.0,,,,jilib
2021-07-01,Jowhar,320.0,,10.2,,,480.0,1560.0,400.0,,,jowhar
2021-07-01,Kismaayo,62.0,,346.0,,,,70.0,,,,kismaayo
2021-07-01,Kurtunwaarey,306.0,,705.7,,,,196.0,,,,kurtunwaarey
2021-07-01,Luuq,40.0,,800.0,2.4,,,,80.0,2.0,,luuq
2021-07-01,Marka,520.0,,6.24,,,,280.0,,,,marka
2021-07-01,Owdweyne,,,,,,,,,,,owdweyne
2021-07-01,Qansax Dheere,280.0,120.0,880.0,,,,180.0,8.64,,,qansax dheere
2021-07-01,Qoryooley,500.0,,253.97000000000003,,,,80.0,,,,qoryooley
2021-07-01,Rab Dhuure,,,,,,,,14.0,,,rab dhuure
2021-07-01,Saakow,80.0,,280.0,,,,176.0,120.0,,,saakow
2021-07-01,Sablaale,120.0,,2.88,,,,180.0,,,,sablaale
2021-07-01,Sheikh,,,,,,,,,,,sheikh
2021-07-01,Tayeeglow,12.0,,14.0,,,,,220.0,,,tayeeglow
2021-07-01,Waajid,,,,,,,,10.0,,,waajid
2021-07-01,Wanla weyn,,,3.54,,,,330.0,5.0,,,wanla weyn
2021-07-01,Xarardheere,,,,,,,,,,,xarardheere
2021-07-01,Xudur,20.0,,16.0,,,,,308.0,,,xudur
